,model_id,kegg.reaction
1150,MAR00594,R02241
1151,MAR00597,R02239
1152,MAR00598,R02239
1153,MAR00599,R02239
1154,MAR00600,R02239
1155,MAR00601,R02239
1156,MAR00602,R02239
1157,MAR00610,R01802
1158,MAR00614,R02057
1159,MAR00615,R02057
1160,MAR00616,R02055
1161,MAR00622,R07376
1162,MAR00623,R07377
1163,MAR00627,R02055
1164,MAR00629,R01310
1165,MAR00630,R01315
1166,MAR00632,R01318
1167,MAR00633,R02746
1168,MAR00634,R02114
1169,MAR00635,R01030
1170,MAR00636,R01021
1171,MAR00638,R01890
1172,MAR00640,R01023
1173,MAR00641,R01026
1174,MAR00642,R02051
1175,MAR00643,R02053
1176,MAR00644,R04480
1177,MAR00645,R03416
1178,MAR00646,R01470
1179,MAR00647,R00749
1180,MAR00648,R01468
1181,MAR00649,R06870
1182,MAR00651,R02038
1183,MAR00653,R02056
1184,MAR00654,R03424
1185,MAR00657,R01320
1186,MAR04627,R02037
1187,MAR04838,R06868
1188,MAR04839,R06869
1189,MAR07591,R02756
1190,MAR07601,R04571
1191,MAR07611,R04452
1192,MAR07612,R04452
1193,MAR07613,R03437
1194,MAR07755,R01011
1195,MAR08421,R01026
1196,MAR08424,R06871
1197,MAR08518,R04452
1198,MAR08519,R04452
1199,MAR08521,R03437
1200,MAR09805,R02591
1201,MAR00815,R05938
1202,MAR00816,R05956
1203,MAR00817,R05957
1204,MAR00819,R05994
1205,MAR00820,R06003
1206,MAR00821,R06001
1207,MAR00822,R05958
1208,MAR00823,R05959
1209,MAR00824,R05937
1210,MAR00825,R05999
1211,MAR00827,R05939
1212,MAR00828,R06004
1213,MAR00829,R05941
1214,MAR00830,R06010
1215,MAR00837,R05942
1216,MAR00838,R06253
1217,MAR00839,R05943
1218,MAR00840,R05945
1219,MAR00841,R05940
1220,MAR00842,R05946
1221,MAR00843,R05948
1222,MAR00844,R05949
1223,MAR00845,R05998
1224,MAR00846,R05950
1225,MAR00847,R05996
1226,MAR00848,R05951
1227,MAR00849,R06007
1228,MAR00850,R06012
1229,MAR00851,R06009
1230,MAR00852,R06005
1231,MAR00853,R06000
1232,MAR00854,R05995
1233,MAR00855,R05947
1234,MAR00856,R05952
1235,MAR00857,R05953
1236,MAR00858,R05954
1237,MAR00801,R05960
1238,MAR00803,R05961
1239,MAR00805,R05962
1240,MAR00807,R05963
1241,MAR00809,R05964
1242,MAR00810,R05965
1243,MAR00811,R05966
1244,MAR00812,R05967
1245,MAR00813,R05968
1246,MAR00859,R05971
1247,MAR00860,R06006
1248,MAR00861,R06153
1249,MAR00862,R06165
1250,MAR00863,R06155
1251,MAR00864,R06156
1252,MAR00865,R06169
1253,MAR00866,R06170
1254,MAR00867,R06167
1255,MAR00868,R06168
1256,MAR00870,R06162
1257,MAR00871,R06163
1258,MAR00873,R06164
1259,MAR00875,R05977
1260,MAR00876,R06026
1261,MAR00877,R06032
1262,MAR00878,R06075
1263,MAR00879,R05978
1264,MAR00880,R06027
1265,MAR00881,R06029
1266,MAR00882,R06095
1267,MAR00883,R06024
1268,MAR00884,R06187
1269,MAR00885,R06198
1270,MAR00886,R06031
1271,MAR00887,R06197
1272,MAR00888,R06025
1273,MAR00889,R05975
1274,MAR00890,R06033
1275,MAR00891,R05974
1276,MAR00892,R06097
1277,MAR00893,R06039
1278,MAR00894,R06222
1279,MAR00895,R06224
1280,MAR00896,R06038
1281,MAR00897,R06221
1282,MAR00898,R06035
1283,MAR00899,R06076
1284,MAR00900,R06227
1285,MAR00901,R06190
1286,MAR00902,R06193
1287,MAR00903,R06192
1288,MAR00904,R06041
1289,MAR00905,R06191
1290,MAR00906,R06189
1291,MAR00907,R06021
1292,MAR00908,R06085
1293,MAR00909,R06086
1294,MAR00910,R06037
1295,MAR00911,R06230
1296,MAR00912,R01928
1297,MAR00794,R03404
1298,MAR00915,R03700
1299,MAR00919,R01500
1300,MAR00924,R04016
1301,MAR00926,R03354
1302,MAR08378,R04072
1303,MAR08379,R05916
1304,MAR08380,R05917
1305,MAR08381,R05918
1306,MAR01979,R02216
1307,MAR01985,R08206
1308,MAR01995,R02843
1309,MAR01996,R02836
1310,MAR01312,R02265
1311,MAR01317,R05060
1312,MAR01318,R03521
1313,MAR01321,R02583
1314,MAR01322,R05056
1315,MAR01323,R05057
1316,MAR01325,R02264
1317,MAR01326,R02264
1318,MAR01327,R02581
1319,MAR01328,R02683
1320,MAR01329,R02684
1321,MAR01330,R02266
1322,MAR01332,R02801
1323,MAR01336,R02800
1324,MAR01346,R09536
1325,MAR01373,R05058
1326,MAR01374,R07067
1327,MAR01401,R04565
1328,MAR07598,R04162
1329,MAR07600,R07389
1330,MAR07602,R04413
1331,MAR07603,R07379
1332,MAR07604,R07384
1333,MAR07605,R07385
1334,MAR07606,R07380
1335,MAR07607,R07388
1336,MAR07610,R04321
1337,MAR07614,R03438
1338,MAR07615,R07387
1339,MAR08643,R06728
1340,MAR01595,R04817
1341,MAR01598,R04824
1342,MAR01599,R04825
1343,MAR01604,R04807
1344,MAR01605,R04807
1345,MAR01608,R03507
1346,MAR01609,R03507
1347,MAR01611,R03506
1348,MAR01614,R08761
1349,MAR01620,R04507
1350,MAR01627,R08733
1351,MAR01660,R07296
1352,MAR01668,R03720
1353,MAR01670,R03718
1354,MAR01673,R04817
1355,MAR01676,R04819
1356,MAR01678,R04818
1357,MAR01684,R04805
1358,MAR01692,R04506
1359,MAR01693,R08760
1360,MAR01697,R08738
1361,MAR01718,R03974
1362,MAR01722,R08744
1363,MAR01723,R08745
1364,MAR01726,R08743
1365,MAR01735,R07207
1366,MAR01762,R01452
1367,MAR01765,R07372
1368,MAR01784,R08505
1369,MAR01786,R08505
1370,MAR01797,R07372
1371,MAR01798,R07372
1372,MAR01800,R07372
1373,MAR01802,R04807
1374,MAR01803,R03507
1375,MAR01806,R03507
1376,MAR01834,R04486
1377,MAR01838,R07206
1378,MAR01843,R03987
1379,MAR03908,R00893
1380,MAR03910,R02466
1381,MAR03911,R01681
1382,MAR04679,R02467
1383,MAR08065,R01682
1384,MAR03992,R00100
1385,MAR04228,R02665
1386,MAR04251,R03348
1387,MAR04252,R03346
1388,MAR04253,R03347
1389,MAR04254,R01724
1390,MAR04255,R03004
1391,MAR04257,R03005
1392,MAR04259,R02322
1393,MAR04260,R00257
1394,MAR04261,R00189
1395,MAR04262,R01271
1396,MAR04268,R00104
1397,MAR04269,R00104
1398,MAR04270,R00118
1399,MAR04662,R02295
1400,MAR07142,R00102
1401,MAR07143,R00102
1402,MAR07623,R00555
1403,MAR07625,R00555
1404,MAR07627,R00119
1405,MAR07676,R01269
1406,MAR07677,R04085
1407,MAR07678,R08408
1408,MAR08788,R00119
1409,MAR03871,R00130
1410,MAR04058,R00130
1411,MAR04498,R01623
1412,MAR04499,R01623
1413,MAR04500,R01625
1414,MAR04714,R02971
1415,MAR04715,R02971
1416,MAR04716,R02972
1417,MAR04717,R02973
1418,MAR04718,R03018
1419,MAR04723,R04231
1420,MAR04725,R03269
1421,MAR04727,R03035
1422,MAR04730,R04391
1423,MAR04731,R04391
1424,MAR04732,R03036
1425,MAR04733,R03269
1426,MAR04734,R03035
1427,MAR08792,R10748
1428,MAR04308,R00840
1429,MAR06539,R01184
1430,MAR06540,R01185
1431,MAR06542,R03362
1432,MAR06543,R03363
1433,MAR06544,R05802
1434,MAR06546,R03361
1435,MAR06547,R03361
1436,MAR06548,R05795
1437,MAR06549,R07299
1438,MAR06550,R06875
1439,MAR06551,R03469
1440,MAR06552,R04404
1441,MAR06553,R08981
1442,MAR06554,R05803
1443,MAR06555,R04545
1444,MAR06556,R04513
1445,MAR06557,R09827
1446,MAR06559,R03435
1447,MAR06560,R03394
1448,MAR06561,R03393
1449,MAR06562,R01186
1450,MAR06563,R03433
1451,MAR06564,R03434
1452,MAR06565,R03430
1453,MAR06566,R03428
1454,MAR06567,R03429
1455,MAR06568,R03478
1456,MAR06569,R03427
1457,MAR06570,R04372
1458,MAR06571,R01187
1459,MAR06572,R07324
1460,MAR06573,R05800
1461,MAR06574,R05801
1462,MAR06575,R03479
1463,MAR06576,R05202
1464,MAR07652,R09087
1465,MAR07655,R05779
1466,MAR07656,R08964
1467,MAR08802,R03330
1468,MAR03925,R01793
1469,MAR03929,R02302
1470,MAR03972,R09093
1471,MAR04332,R00936
1472,MAR04333,R00939
1473,MAR04335,R00939
1474,MAR04336,R00941
1475,MAR04338,R00943
1476,MAR04340,R00943
1477,MAR04440,R01218
1478,MAR04442,R01220
1479,MAR04444,R01220
1480,MAR04446,R01224
1481,MAR04448,R07168
1482,MAR04503,R01655
1483,MAR04505,R01655
1484,MAR04654,R02235
1485,MAR04655,R02236
1486,MAR04656,R02236
1487,MAR04665,R02300
1488,MAR09726,R03189
1489,MAR04666,R02301
1490,MAR07145,R09394
1491,MAR07146,R09395
1492,MAR07147,R09726
1493,MAR07908,R01654
1494,MAR07909,R01654
1495,MAR08132,R04242
1496,MAR08143,R02301
1497,MAR08144,R01218
1498,MAR08758,R00519
1499,MAR07661,R01077
1500,MAR07663,R01077
1501,MAR07668,R01074
1502,MAR07670,R05145
1503,MAR07671,R04869
1504,MAR07672,R04385
1505,MAR07673,R04386
1506,MAR04160,R00424
1507,MAR04163,R04286
1508,MAR04165,R08208
1509,MAR04166,R04285
1510,MAR04167,R01813
1511,MAR04169,R00428
1512,MAR04523,R01794
1513,MAR04543,R04734
1514,MAR04816,R04620
1515,MAR04817,R04639
1516,MAR04833,R05046
1517,MAR04835,R05048
1518,MAR08538,R04734
1519,MAR08349,R02957
1520,MAR08620,R01108
1521,MAR08621,R04785
1522,MAR08622,R04784
1523,MAR08623,R04515
1524,MAR03991,R00078
1525,MAR04657,R02270
1526,MAR04744,R00036
1527,MAR04746,R00084
1528,MAR04748,R03165
1529,MAR04750,R03197
1530,MAR04752,R03220
1531,MAR04755,R03222
1532,MAR04757,R03222
1533,MAR04762,R02480
1534,MAR04763,R03683
1535,MAR04764,R02391
1536,MAR04771,R03166
1537,MAR04772,R04972
1538,MAR08634,R02393
1539,MAR09717,R03684
1540,MAR06630,R08379
1541,MAR06631,R02124
1542,MAR06635,R08387
1543,MAR06637,R08388
1544,MAR06638,R03048
1545,MAR06639,R08389
1546,MAR06644,R08382
1547,MAR06646,R02123
1548,MAR06651,R02126
1549,MAR06657,R08390
1550,MAR06671,R08381
1551,MAR06700,R08392
1552,MAR08697,R00032
1553,MAR08700,R08392
1554,MAR08709,R08380
1555,MAR08711,R02369
1556,MAR06506,R00549
1557,MAR06507,R00548
1558,MAR06508,R00161
1559,MAR06509,R00160
1560,MAR06510,R09748
1561,MAR06511,R09520
1562,MAR04537,R07213
1563,MAR04545,R02701
1564,MAR04546,R02911
1565,MAR04547,R03130
1566,MAR04548,R03629
1567,MAR04550,R03628
1568,MAR04555,R02910
1569,MAR04556,R08537
1570,MAR04557,R02909
1571,MAR04558,R02908
1572,MAR04559,R04903
1573,MAR04560,R04904
1574,MAR04564,R04905
1575,MAR04204,R00619
1576,MAR04206,R00616
1577,MAR04207,R00618
1578,MAR04208,R00615
1579,MAR08744,R00615
1580,MAR08746,R00014
1581,MAR08748,R02135
1582,MAR08613,R00097
1583,MAR08615,R01492
1584,MAR08616,R01492
1585,MAR04064,R00173
1586,MAR04065,R00174
1587,MAR04066,R01909
1588,MAR04067,R00278
1589,MAR04068,R02493
1590,MAR04069,R00277
1591,MAR04070,R01710
1592,MAR04071,R01711
1593,MAR08102,R01709
1594,MAR08724,R02494
1595,MAR08725,R01911
1596,MAR02114,R03311
1597,MAR02115,R03611
1598,MAR02117,R03611
1599,MAR02118,R03610
1600,MAR08008,R03610
1601,MAR06992,R07079
1602,MAR06993,R07080
1603,MAR06994,R07081
1604,MAR06995,R07083
1605,MAR06996,R07082
1606,MAR06997,R07086
1607,MAR06998,R07084
1608,MAR06999,R07085
1609,MAR07000,R07087
1610,MAR07001,R07000
1611,MAR07002,R07001
1612,MAR07003,R07002
1613,MAR07004,R07013
1614,MAR07005,R07015
1615,MAR07006,R07017
1616,MAR07007,R07016
1617,MAR07008,R07009
1618,MAR07009,R07018
1619,MAR07010,R07019
1620,MAR07011,R07011
1621,MAR07012,R07020
1622,MAR07013,R07004
1623,MAR07014,R07014
1624,MAR07015,R07010
1625,MAR07016,R07012
1626,MAR07017,R09404
1627,MAR07018,R09405
1628,MAR07019,R09406
1629,MAR07020,R09407
1630,MAR07021,R09408
1631,MAR07022,R09409
1632,MAR07023,R09410
1633,MAR07024,R09411
1634,MAR07025,R09412
1635,MAR07026,R09414
1636,MAR07027,R09413
1637,MAR07028,R09415
1638,MAR07029,R07100
1639,MAR07030,R07098
1640,MAR07031,R07102
1641,MAR07032,R07103
1642,MAR07033,R07099
1643,MAR07034,R07101
1644,MAR07035,R07104
1645,MAR07036,R07107
1646,MAR07037,R07123
1647,MAR07038,R07105
1648,MAR07039,R07106
1649,MAR07040,R07066
1650,MAR07041,R07069
1651,MAR07042,R07071
1652,MAR07043,R07073
1653,MAR07044,R07075
1654,MAR07045,R07076
1655,MAR07046,R07077
1656,MAR07047,R07078
1657,MAR07048,R07068
1658,MAR07049,R07074
1659,MAR07050,R07070
1660,MAR07051,R07072
1661,MAR07052,R09416
1662,MAR07053,R09441
1663,MAR07054,R09442
1664,MAR07055,R09417
1665,MAR07056,R09418
1666,MAR07057,R09444
1667,MAR07058,R09443
1668,MAR07059,R09420
1669,MAR07060,R09421
1670,MAR07061,R09423
1671,MAR07062,R09429
1672,MAR07063,R09424
1673,MAR07064,R09425
1674,MAR07065,R09426
1675,MAR07066,R09427
1676,MAR07067,R09430
1677,MAR07068,R09431
1678,MAR07069,R09435
1679,MAR07070,R09438
1680,MAR07071,R09433
1681,MAR07072,R09437
1682,MAR07073,R09434
1683,MAR07074,R09439
1684,MAR07075,R09436
1685,MAR07076,R09440
1686,MAR07077,R09432
1687,MAR07078,R07022
1688,MAR07079,R07025
1689,MAR07080,R07026
1690,MAR07081,R07027
1691,MAR07082,R07021
1692,MAR07083,R07023
1693,MAR07084,R07024
1694,MAR07085,R07028
1695,MAR07086,R07029
1696,MAR07087,R07030
1697,MAR07088,R07088
1698,MAR07089,R07091
1699,MAR07090,R07095
1700,MAR07091,R07089
1701,MAR07092,R07092
1702,MAR07093,R07094
1703,MAR07094,R07097
1704,MAR07095,R07124
1705,MAR07096,R07090
1706,MAR07097,R07093
1707,MAR07098,R07096
1708,MAR07099,R07112
1709,MAR07100,R07116
1710,MAR07103,R07113
1711,MAR07104,R07117
1712,MAR07106,R07120
1713,MAR08038,R09451
1714,MAR06535,R09564
1715,MAR09569,R03024
1716,MAR03955,R10092
1717,MAR04201,R00602
1718,MAR04202,R00605
1719,MAR05363,R00138
1720,MAR08617,R00138
1721,MAR07741,R01195
1722,MAR09464,R01791
1723,MAR09465,R01718
1724,MAR09470,R07145
1725,MAR09471,R03538
1726,MAR09484,R01232
1727,MAR09485,R01206
1728,MAR09487,R04176
1729,MAR09488,R00076
1730,MAR09489,R00077
1731,MAR09490,R02418
1732,MAR09491,R03876
1733,MAR09492,R04273
1734,MAR09493,R03150
1735,MAR09494,R03151
1736,MAR09495,R03552
1737,MAR09496,R03983
1738,MAR09497,R00187
1739,MAR09498,R04314
1740,MAR09499,R08602
1741,MAR09500,R04190
1742,MAR09501,R00106
1743,MAR09503,R02903
1744,MAR09504,R03701
1745,MAR09505,R04730
1746,MAR09506,R02248
1747,MAR09507,R02249
1748,MAR09508,R03828
1749,MAR09509,R03805
1750,MAR09510,R03922
1751,MAR09511,R03788
1752,MAR09512,R03992
1753,MAR09513,R02513
1754,MAR09514,R05623
1755,MAR09515,R01810
1756,MAR09516,R03450
1757,MAR09517,R03449
1758,MAR09518,R03789
1759,MAR09519,R00598
1760,MAR09520,R00600
1761,MAR09521,R00601
1762,MAR09522,R04238
1763,MAR09523,R01122
1764,MAR09524,R03020
1765,MAR09525,R05755
1766,MAR09527,R02387
1767,MAR09528,R03274
1768,MAR09529,R04112
1769,MAR09530,R03421
1770,MAR09531,R08707
1771,MAR09532,R04073
1772,MAR09534,R03096
1773,MAR09535,R03516
1774,MAR09536,R03331
1775,MAR09537,R01193
1776,MAR09538,R03643
1777,MAR09539,R03645
1778,MAR09541,R03862
1779,MAR09542,R03912
1780,MAR09543,R04058
1781,MAR09544,R04120
1782,MAR09545,R04239
1783,MAR09546,R04274
1784,MAR09547,R04291
1785,MAR09548,R04373
1786,MAR09549,R04481
1787,MAR09550,R05182
1788,MAR09551,R05635
1789,MAR09552,R05777
1790,MAR09801,R03378
1791,MAR09807,R10270
1792,MAR09554,R05792
1793,MAR09555,R04998
1794,MAR09556,R01679
1795,MAR09557,R03443
1796,MAR09558,R01334
1797,MAR09559,R02590
1798,MAR09560,R04247
1799,MAR09561,R02368
1800,MAR09562,R04027
1801,MAR09563,R06366
1802,MAR09564,R06366
1803,MAR09565,R06412
1804,MAR09567,R06411
1805,MAR09570,R00184
1806,MAR09571,R03970
1807,MAR09572,R03971
1808,MAR09575,R09365
1809,MAR09798,R01150
1810,MAR09806,R02824
1811,MAR00010,R01351
1812,MAR00007,R02250
1813,MAR00008,R02687
1814,MAR01919,R08977
1815,MAR03964,R00086
1816,MAR02141,R09515
1817,MAR04184,R00528
1818,MAR06328,R00124
1819,MAR00121,R01799
1820,MAR01044,R00310
1821,MAR01169,R00849
1822,MAR01169,R00848
1823,MAR08971,R00835
1824,MAR12012,R03674
1825,MAR12024,R04884
1826,MAR10066,R02207
1827,MAR10071,R08958
1828,MAR10072,R03325
1829,MAR10116,R06604
1830,MAR13087,R02243
1831,MAR20013,R03225
1832,MAR20016,R01704
1833,MAR20034,R10619
1834,MAR20036,R01602
1835,MAR20038,R01420
1836,MAR20039,R01419
1837,MAR20044,R07140
1838,MAR20065,R08146
1839,MAR20071,R00490
1840,MAR20090,R07411
1841,MAR20091,R07411
1842,MAR20111,R00472
1843,MAR20112,R04385
1844,MAR20173,R13166
1845,MAR20174,R07599
1846,MAR20175,R07603
1847,MAR20176,R07601
1848,MAR20177,R10997
1849,MAR20178,R10998
